t, tm1, tm2, tm3
10.360047, 0.026605, 0.026162, -0.025533
10.380048, 0.024716, 0.021009, -0.038119
10.400048, 0.023746, 0.033074, -0.052859
10.420049, 0.028021, 0.015568, -0.027477
10.440049, 0.024990, 0.032904, -0.038607
10.460050, 0.021142, 0.036582, -0.025380
10.480050, 0.017000, 0.047344, -0.034969
10.500051, 0.019369, 0.021388, -0.024927
10.520051, 0.009305, 0.019796, -0.022265
10.540051, 0.007339, 0.013456, -0.018091
10.560052, 0.005958, 0.011314, -0.007377
10.580052, -0.000662, 0.008774, -0.007122
10.600053, -0.002431, 0.014265, 0.005339
10.620053, -0.015870, 0.010734, 0.001580
10.640054, -0.020818, -0.001734, 0.009024
10.660054, -0.018446, -0.012363, 0.013097
10.680055, -0.023848, -0.013762, 0.025736
10.700055, -0.023453, -0.019326, 0.018447
10.720056, -0.026345, -0.024911, 0.033677
10.740056, -0.016925, -0.035566, 0.044993
10.760056, -0.009123, -0.040549, 0.038338
10.780057, -0.019546, -0.029216, 0.035158
10.800057, -0.017661, -0.033702, 0.032270
10.820058, -0.021609, -0.033475, 0.025589
10.840058, -0.021670, -0.035720, 0.036787
10.860059, -0.019213, -0.036785, 0.039141
10.880059, -0.014745, -0.021862, 0.030683
10.900060, -0.024104, -0.026675, 0.035440
10.920060, -0.032558, -0.017022, 0.037000
10.940061, -0.022034, -0.003926, 0.023250
10.960061, -0.031561, -0.025941, 0.036063
10.980062, -0.010824, -0.026820, 0.024914
11.000062, -0.013741, -0.022070, 0.025306
11.020062, -0.009797, -0.022492, 0.022033
11.040063, -0.006374, -0.016529, 0.013884
11.060063, -0.009313, -0.015440, 0.015614
11.080064, 0.001367, -0.007908, 0.004670
11.100064, 0.008760, -0.010188, 0.000375
11.120065, 0.012050, -0.008636, -0.007217
11.140065, 0.002829, 0.001404, -0.011359
11.160066, 0.012457, 0.007079, -0.017075
11.180066, 0.010273, 0.013853, -0.016075
11.200067, 0.018066, 0.020597, -0.018780
11.220067, 0.026734, 0.018990, -0.025039
11.240067, 0.024635, 0.023244, -0.025905
11.260068, 0.027441, 0.022206, -0.024149
11.280068, 0.030619, 0.029855, -0.031770
11.300069, 0.027449, 0.032979, -0.043151
11.320069, 0.024823, 0.042090, -0.047098
11.340070, 0.024697, 0.060498, -0.042741
11.360070, 0.026247, 0.064548, -0.055593
11.380071, 0.028910, 0.066734, -0.064436
11.400071, 0.034798, 0.073516, -0.080115
11.420072, 0.021702, 0.034160, -0.046946
11.440072, 0.037890, 0.043367, -0.038557
11.460073, 0.042319, 0.024732, -0.022469
11.480073, 0.018100, 0.047340, -0.037994
11.500073, 0.008020, 0.026819, -0.026518
11.520074, -0.002003, 0.056773, -0.029257
11.540074, -0.010415, 0.029298, -0.015832
11.560075, -0.002925, 0.030981, -0.009994
11.580075, -0.011241, 0.040267, -0.021168
11.600076, -0.008623, 0.006373, -0.005729
11.620076, -0.019055, 0.029755, -0.010906
11.640077, -0.020754, 0.017387, -0.009572
11.660077, -0.017748, -0.005800, 0.008127
11.680078, -0.020538, -0.009897, 0.011231
11.700078, -0.031532, -0.012035, 0.019612
11.720078, -0.041863, -0.030126, 0.037804
11.740079, -0.066183, -0.025357, 0.033104
11.760079, -0.065070, -0.034088, 0.070164
11.780080, -0.047898, -0.069573, 0.071774
11.800080, -0.023674, -0.085725, 0.036284
11.820081, -0.004695, -0.116387, 0.071005
11.840081, -0.006367, -0.081284, 0.100774
11.860082, -0.022265, -0.084042, 0.102378
