t, ur1, ur2, ur3
10.040040, -46.755524, 61.089966, -22.775381
10.060040, -35.446636, 48.903072, -13.056344
10.080041, -43.580669, 47.407185, -11.032916
10.100041, -31.278782, 44.894669, -5.931852
10.120042, -36.883221, 30.636288, -6.452049
10.140042, -30.744215, 4.128537, 3.264059
10.160043, -35.880798, 13.368370, 23.671837
10.180043, -31.801197, 5.251512, 37.438496
10.200044, -24.592239, -24.789688, 60.466003
10.220044, -19.912922, -10.869673, 48.258892
10.240045, -47.429928, 8.662969, 20.218826
10.260045, -71.416733, -5.118160, 18.207045
10.280046, -51.003624, -5.225642, 12.509817
10.300046, -60.288754, -7.944672, 38.437099
10.320046, -47.595402, 4.201087, 17.893986
10.340047, -58.396610, -5.592254, 38.263035
10.360047, -58.483788, -1.083959, 37.678036
10.380048, -58.037304, 4.466216, 37.107414
10.400048, -55.033993, 3.886963, 31.946341
10.420049, -56.128716, 4.322803, 29.853043
10.440049, -49.573723, 7.302177, 28.772131
10.460050, -49.660965, 11.305789, 22.580894
10.480050, -47.704231, 12.249242, 22.023685
10.500051, -44.214447, 15.238804, 17.886419
10.520051, -38.151375, 9.048422, 20.406836
10.540051, -36.166344, 18.715744, 10.160965
10.560052, -30.088846, 21.233473, 8.098055
10.580052, -15.832375, 16.592796, 0.418058
10.600053, -37.860237, 40.571896, -4.183183
10.620053, -25.643270, 42.061443, 11.145519
10.640054, -15.927229, 44.070606, -10.293102
10.660054, -12.827898, 35.901367, -9.721595
10.680055, -13.861001, 33.853279, -12.237733
10.700055, -13.367492, 37.436855, -14.766576
10.720056, -15.924299, 38.478687, -19.343781
10.740056, -13.359391, 41.053188, -16.253084
10.760056, -15.879802, 38.012886, -12.652822
10.780057, -22.464399, 39.592407, -13.124648
10.800057, -19.847771, 49.855915, -7.475591
10.820058, -32.033665, 52.967102, -11.012958
10.840058, -32.960430, 27.465696, -10.449129
10.860059, -38.001480, 47.955299, -10.436457
10.880059, -19.557970, 58.224251, -7.377451
10.900060, -35.335793, 39.387245, -4.263085
10.920060, -33.736877, 38.952003, -5.727778
10.940061, -37.781258, 35.426067, -7.758119
10.960061, -36.230499, 33.922092, -5.204718
10.980062, -35.209381, 28.310160, -2.155945
11.000062, -33.678909, 25.767572, -1.144580
11.020062, -35.729443, 29.365526, -1.153236
11.040063, -32.675755, 24.257767, 8.031490
11.060063, -33.692646, 20.693096, 9.562874
11.080064, -34.699661, 22.760628, 8.038903
11.100064, -36.733673, 18.179338, 13.151685
11.120065, -37.747967, 15.632757, 12.639411
11.140065, -36.208660, 17.681114, 11.613022
11.160066, -37.237579, 13.586737, 12.110271
11.180066, -36.741352, 13.058240, 16.692713
11.200067, -39.313595, 13.551627, 16.162996
11.220067, -39.325180, 13.023597, 14.103305
11.240067, -36.788269, 12.998296, 15.612883
11.260068, -36.814526, 12.455374, 15.075198
11.280068, -37.354317, 13.445343, 15.564768
11.300069, -37.384590, 11.370793, 12.988075
11.320069, -33.842918, 12.359831, 11.941291
11.340070, -31.836212, 12.326962, 12.425334
11.360070, -33.909496, 11.794161, 12.410598
11.380071, -31.374640, 12.293939, 9.333950
11.400071, -29.340992, 11.774808, 8.302456
